SK_ID_CURR,TARGET
100001,0.0598436067141302
100005,0.1303026792986373
100013,0.0189758521040842
100028,0.0407353172523276
100038,0.1359340525093434
100042,0.03656502393267
100057,0.0183319644269539
100065,0.0748732930363405
100066,0.0124353825717269
100067,0.1018041556118687
100074,0.080132230838061
100090,0.0486921051039137
100091,0.1361903677900332
100092,0.1143933799454045
100106,0.0835530163917103
100107,0.1135451581028925
100109,0.0639009285398717
100117,0.0280989696820767
100128,0.0901233300474869
100141,0.0216426178756371
100150,0.0194219242150201
100168,0.012319589802122
100169,0.0366811059184656
100170,0.0821635324225147
100171,0.048804162997285
100172,0.1265645186663873
100184,0.0585522943943807
100187,0.05563077592803
100212,0.0726979113776829
100222,0.0620123239403156
100223,0.0210224978695749
100232,0.0183279030479203
100241,0.2062367848099758
100245,0.0227264510533641
100253,0.0251711097513371
100256,0.0871504033955583
100271,0.0129550445708974
100278,0.2978542476012489
100280,0.0105255786156812
100306,0.1766749886289257
100311,0.1431660426371158
100312,0.0228608803450033
100330,0.2173137792917192
100331,0.0308991898172075
100352,0.0929306233650126
100358,0.0543995435948216
100367,0.0292585464046848
100382,0.1983897891659042
100384,0.0478777388555996
100385,0.0740774799126874
100386,0.0458919491784177
100399,0.0232011364951251
100404,0.0642839883845168
100416,0.0211212057021471
100422,0.1133366470740911
100426,0.0299729748898733
100438,0.0391194173005215
100444,0.2045161277653558
100445,0.1731338172658459
100446,0.0879725303591273
100447,0.0214269288465692
100450,0.0497666591069824
100466,0.0246265097683726
100483,0.026850276233002
100484,0.0136234191542541
100494,0.057948229563227
100510,0.1582362426090216
100512,0.0152547539813254
100517,0.0244379500297437
100548,0.0434077173268835
100551,0.0283038337649614
100552,0.0747686269654791
100553,0.0304231932124302
100561,0.0985038611761611
100568,0.4880081901495301
100569,0.0266391230211253
100591,0.053216302549353
100592,0.0197683201808993
100602,0.0850412833479092
100607,0.0668547329941906
100613,0.0967349834357643
100617,0.1565112337077465
100618,0.0632348030974644
100622,0.0548290688901794
100625,0.1848277190269482
100677,0.1762119219621355
100699,0.0387052027046156
100702,0.3500460173092447
100711,0.0796656454716624
100729,0.1083509326009268
100740,0.2552251837744729
100744,0.1812989493234651
100745,0.0651074519011135
100747,0.0913995346799902
100751,0.3370857363841057
100752,0.0651686370724513
100753,0.2450444892162572
100754,0.1851750302737612
100760,0.0407043142178124
100762,0.0973075255991477
100763,0.0533420381647589
100765,0.0212125713013248
100770,0.0943091981888768
100772,0.0371237314036738
100777,0.0328776824221826
100791,0.0310694461153635
100792,0.0108524058038609
100797,0.0209195067906594
100823,0.0288580638554555
100826,0.0365472580876568
100830,0.0362855302772665
100836,0.3318515067839769
100872,0.0913614374026634
100910,0.0581196706149525
100913,0.1271674669326215
100918,0.0487353463952735
100931,0.0161593901948288
100952,0.0428768664184875
100953,0.0629249743571813
100965,0.184703008665453
100970,0.0420996209024238
100982,0.1452197196558792
100983,0.1882269651200218
100984,0.0401386690912931
100987,0.0637504815182407
100997,0.0761913447661746
100998,0.1318850834248516
101002,0.0792790699506622
101005,0.1914904773452501
101008,0.3457811161357377
101020,0.0886838738397779
101021,0.0352405455047366
101024,0.1096005007313671
101025,0.1574366909288019
101026,0.0440512080779315
101031,0.0257059553734801
101041,0.0228893633872695
101051,0.015095659040694
101055,0.1067209375299863
101056,0.2831843602420622
101057,0.046934903668013
101064,0.0298617586223715
101079,0.109708830924044
101087,0.046832929689701
101090,0.0289290055749144
101092,0.0798402499342237
101097,0.1030933688035837
101099,0.0162435346759477
101107,0.0770384378668184
101118,0.0748848509747214
101125,0.0894933974768965
101126,0.0253988090966417
101128,0.0178965730724237
101136,0.1217336993920429
101140,0.1956351428735129
101149,0.1690619124959305
101160,0.0584984491065699
101169,0.197713189308698
101181,0.0262577032668719
101186,0.0193808767458608
101190,0.117504932097311
101193,0.0810833535603575
101194,0.1351166414368023
101198,0.1884425924804636
101200,0.1410034396684123
101204,0.0245576320005133
101211,0.0580179066726853
101213,0.097142499952785
101223,0.0671395117961387
101225,0.077470154583662
101237,0.0912820580591517
101243,0.0703842608553127
101244,0.1612876631495008
101258,0.0346344851125651
101259,0.2090730298556731
101268,0.1241739585223795
101269,0.0174951296683976
101271,0.1676220868738486
101279,0.0470919985497445
101281,0.0755638045152128
101287,0.0273450929530918
101292,0.0522644050757657
101294,0.0314114907802191
101296,0.0760506134638566
101297,0.034232636546331
101299,0.0662545747026004
101301,0.0482553835990476
101305,0.1556117405967302
101308,0.162366144883955
101318,0.0166871186991135
101327,0.1984799198815259
101329,0.0244377398092811
101332,0.0299527610035786
101337,0.0414557002858309
101343,0.023308906810601
101345,0.0129465687846898
101346,0.0181293055548428
101353,0.0224898386611111
101354,0.1262185131683339
