SK_ID_CURR,TARGET
100001,0.03247811393499443
100005,0.1599465689810949
100013,0.04157108552007336
100028,0.033195483647500156
100038,0.20541367689962864
100042,0.039892877481187305
100057,0.0058604711626810985
100065,0.031116693741122838
100066,0.012328771039933654
100067,0.06637889255868386
100074,0.043134724621845345
100090,0.02756096694075785
100091,0.1648735370676195
100092,0.038174856934449546
100106,0.05628714011934239
100107,0.20168584311015395
100109,0.02769262260002819
100117,0.04057074386868552
100128,0.07406989565619228
100141,0.040635625044034035
100150,0.03648590744093438
100168,0.008202441855990809
100169,0.030932859470217424
100170,0.11365573406370377
100171,0.04675937737996061
100172,0.06351391708002704
100184,0.08814772041990736
100187,0.07559857512699322
100212,0.029301689923177176
100222,0.04170068663975444
100223,0.025066808071623026
100232,0.008527450842662602
100241,0.17822228705483315
100245,0.020139705471608496
100253,0.01979568308366659
100256,0.04216186620313635
100271,0.009392197657807222
100278,0.34590951382915963
100280,0.011251599657204221
100306,0.26048155253250443
100311,0.06542913018599275
100312,0.011756368998861634
100330,0.15382384003425126
100331,0.02333657289429218
100352,0.12804220850757583
100358,0.06430311059926395
100367,0.015103106421245066
100382,0.07486127445174283
100384,0.1189799349057965
100385,0.05100504860887107
100386,0.022165898572472816
100399,0.03725453636164128
100404,0.049090322375694516
100416,0.01071769669936244
100422,0.0186396361562317
100426,0.024085439379430047
100438,0.01906148104380871
100444,0.10446978921097388
100445,0.06737669169670915
100446,0.11271253165005302
100447,0.017934783321758973
100450,0.12651632018131295
100466,0.014470422399842569
100483,0.012012223023923414
100484,0.019241708024468552
100494,0.02981809025297441
100510,0.13907228178139383
100512,0.0106204810966144
100517,0.03938882892719031
100548,0.02534476337595094
100551,0.05763809512545263
100552,0.04656999687840896
100553,0.01835965671990197
100561,0.12018753040646833
100568,0.32968579224444516
100569,0.03394862389669951
100591,0.11778540000739394
100592,0.021133213561699088
100602,0.028448310233375972
100607,0.07078644177814629
100613,0.041091144575761435
100617,0.053882616221102346
100618,0.107276446485535
100622,0.08034085577864071
100625,0.03540558291796646
100677,0.0857004002875532
100699,0.024569022598032033
100702,0.3947346528093402
100711,0.028402392448513804
100729,0.19212414899509958
100740,0.22170590247741512
100744,0.11249027894156083
100745,0.04848480223372
100747,0.08119723957882403
100751,0.3627385072581708
100752,0.01829255891334527
100753,0.13016533364436053
100754,0.21575583687895092
100760,0.03505468467037367
100762,0.1135739427384221
100763,0.022294962683514226
100765,0.013713894011921609
100770,0.1044205308509695
100772,0.02707675475613578
100777,0.041647026388066194
100791,0.011526701213149984
100792,0.006781697459939244
100797,0.03334476356508093
100823,0.028005293309750098
100826,0.03195896637935527
100830,0.018881538318708903
100836,0.1412341615279563
100872,0.06484664790434323
100910,0.035541654149733745
100913,0.07406893488767431
100918,0.01350523401493145
100931,0.011922188689445078
100952,0.03225671142847371
100953,0.018276650550392456
100965,0.18416081566758175
100970,0.026059243675260947
100982,0.18940054062027356
100983,0.20881929018223802
100984,0.03163528000750166
100987,0.061306518134433066
100997,0.052464630291367616
100998,0.32255797872025305
101002,0.02214864777996798
101005,0.11238268366565692
101008,0.44327124929830214
101020,0.03876307170897506
101021,0.059703209399992956
101024,0.03210886907008066
101025,0.1857616734443534
101026,0.019212147551813868
101031,0.014116446517911763
101041,0.02081173864673766
101051,0.004442039287915168
101055,0.06954579855628966
101056,0.16914770064532433
101057,0.024125873495053567
101064,0.016170824150293497
101079,0.05842203932210908
101087,0.011942741177339818
101090,0.04149077865410084
101092,0.08843853623606944
101097,0.16757215598445518
101099,0.015179041289548077
101107,0.11307786149067266
101118,0.02966791672980975
101125,0.0875621096197133
101126,0.006332609734454344
101128,0.014881151370089427
101136,0.03921633427332105
101140,0.2882168185780003
101149,0.0671392866984138
101160,0.11377026032682104
101169,0.27544637539928896
101181,0.04657847066583574
101186,0.008801734768795635
101190,0.019358143158869825
101193,0.10740824417021627
101194,0.10383862561658518
101198,0.16979829452091103
101200,0.016472982444924768
101204,0.01794169882307774
101211,0.04803884793082792
101213,0.02809830797915143
101223,0.021636267401309386
101225,0.14237416794662006
101237,0.05900388781091032
101243,0.05090901680687807
101244,0.08119099071164966
101258,0.013187711456053113
101259,0.2129960859165856
101268,0.11029654427505783
101269,0.04312825977943274
101271,0.02214048168611616
101279,0.05676489337139577
